song,artist,this_week,last_week,peak_position,weeks_on_chart,mbid,danceability,genre,gender,mood,instrumental,bpm,key,loudness,mood_happy,year,genre_full
Did You See Her Eyes,The Illusion,78,92.0,78,2,ec6d04d1-bd94-4b18-9d7f-b31c5f8cd2c1,danceable,hip,male,aggressive,voice,120.429000854,G#,0.819502055645,not_happy,1969,Hip-Hop
Forever,Mercy,80,87.0,80,3,6cd9bf66-b33e-4508-ae9c-e6358fcf06d2,not_danceable,rhy,female,not_aggressive,instrumental,71.1118469238,G,0.770540475845,not_happy,1969,Rhythm & Blues (R&B)
Hey Joe,Wilson Pickett,81,,81,1,67515589-7e68-4903-bf42-1d9cd7a8ea8f,not_danceable,roc,female,not_aggressive,voice,161.899932861,F,0.848562121391,happy,1969,Rock
I'm Still A Struggling Man,Edwin Starr,82,80.0,80,3,4566de3b-9977-4652-8cca-789eec038e4d,not_danceable,pop,female,not_aggressive,instrumental,95.4627609253,A#,0.853351831436,not_happy,1969,Pop
Laughing,The Guess Who,83,,83,1,d39d43c2-6a94-4529-b8aa-0c46f178623f,not_danceable,rhy,male,not_aggressive,voice,91.4990539551,A,0.73584908247,happy,1969,Rhythm & Blues (R&B)
Stay And Love Me All Summer,Brian Hyland,87,,87,1,326fd373-2408-4b9d-b1bb-38302476b4ba,not_danceable,rhy,male,not_aggressive,voice,128.034759521,G,0.943215727806,not_happy,1969,Rhythm & Blues (R&B)
Willie & Laura Mae Jones,Dusty Springfield,88,,88,1,f6cc890c-272c-4342-9826-c7778674147f,not_danceable,rhy,female,not_aggressive,voice,172.26550293,C,0.657267451286,happy,1969,Rhythm & Blues (R&B)
Nothing Can Take The Place Of You,Brook Benton,89,99.0,89,2,b62c73e1-97b5-42bb-a8db-de10ca5991f9,not_danceable,cla,male,not_aggressive,instrumental,136.376907349,G,0.588931143284,not_happy,1969,Classical
Soul Deep,The Box Tops,90,94.0,90,2,ac328aaa-ba36-4b10-a7c2-8a48ff709ca4,not_danceable,roc,male,not_aggressive,voice,121.352264404,A,0.897830843925,happy,1969,Rock
Never Comes The Day,The Moody Blues,91,91.0,91,3,226d445d-c59c-43d7-8766-a8e291975a33,not_danceable,roc,male,not_aggressive,voice,111.042510986,G,0.952609658241,not_happy,1969,Rock
Wake Up,The Chambers Brothers,92,,92,1,a5b03037-77e5-4340-b0fa-3d9f7a0da867,danceable,roc,male,not_aggressive,voice,162.834899902,F,0.916084468365,happy,1969,Rock
I'll Never Fall In Love Again,Burt Bacharach,93,98.0,93,2,2c1bf627-144f-47a2-bf6c-cb540e164264,not_danceable,rhy,female,not_aggressive,voice,123.684486389,D,0.475492656231,not_happy,1969,Rhythm & Blues (R&B)
Spinning Wheel,"Blood, Sweat & Tears",2,2.0,2,8,1728512a-337f-4ffa-8dbf-bb0f9dfb59cd,danceable,hip,male,not_aggressive,voice,107.259132385,C,0.922227740288,not_happy,1969,Hip-Hop
Color Him Father,The Winstons,7,9.0,7,9,e5a5fb74-9fea-4a74-be20-3aade5b1ab4a,not_danceable,cla,male,not_aggressive,voice,114.691101074,F,0.881017029285,not_happy,1969,Classical
The Ballad Of John And Yoko,The Beatles,8,8.0,8,6,14d11e8a-d80a-4f47-96e1-39a05b6acde6,danceable,roc,female,aggressive,voice,135.444229126,D#,0.969957470894,happy,1969,Rock
Mother Popcorn (You Got To Have A Mother For Me) Part 1,James Brown,12,15.0,12,6,df1c3309-0349-4ead-b11a-0d5c2b18e399,danceable,jaz,male,not_aggressive,voice,116.651649475,D,0.892639100552,not_happy,1969,Jazz
"Baby, I Love You",Andy Kim,14,17.0,14,9,6d9dbd3c-cc49-4a80-80c1-fc301b4929e7,not_danceable,roc,male,not_aggressive,voice,109.669372559,A,0.950607180595,happy,1969,Rock
Too Busy Thinking About My Baby,Marvin Gaye,15,13.0,4,13,0a0ee9c5-2014-4960-87be-24e523ed9147,not_danceable,rhy,male,not_aggressive,voice,119.877250671,C#,0.780515551567,happy,1969,Rhythm & Blues (R&B)
Get Back,The Beatles With Billy Preston,16,12.0,1,11,beaf49d4-c864-4141-9ce0-162e16778d87,not_danceable,rhy,male,not_aggressive,voice,124.097106934,D,0.923934698105,not_happy,1969,Rhythm & Blues (R&B)
Black Pearl,"Sonny Charles And The Checkmates, Ltd.",18,18.0,13,11,82967ea5-7efa-4552-a04d-4e048f51c99e,not_danceable,roc,male,not_aggressive,voice,96.2462615967,D,0.833817005157,happy,1969,Rock
Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,24,30.0,24,4,9f8eeb0b-235c-4f69-b22c-fcc0eca9f816,not_danceable,cla,male,not_aggressive,voice,126.298599243,B,0.315771013498,happy,1969,Classical
My Pledge Of Love,The Joe Jeffrey Group,26,29.0,26,7,fa18484e-11b8-4e45-abeb-445158597dcd,not_danceable,rhy,female,not_aggressive,voice,154.831985474,C,0.674959361553,not_happy,1969,Rhythm & Blues (R&B)
The Popcorn,James Brown,30,33.0,30,8,06b9709a-3830-44b3-a0c9-d3272d596d6c,danceable,hip,female,not_aggressive,instrumental,120.699172974,G#,0.84390604496,happy,1969,Hip-Hop
We Got More Soul,Dyke And The Blazers,36,36.0,35,10,5366dd06-2478-45a5-97a9-26d7ab8bd4b6,not_danceable,hip,female,not_aggressive,instrumental,125.389755249,D#,0.922532260418,not_happy,1969,Hip-Hop
With Pen In Hand,Vikki Carr,38,35.0,35,12,5f9205f6-3653-458c-9edb-91110a1405b1,not_danceable,cla,female,not_aggressive,voice,86.4615478516,D,0.384158521891,not_happy,1969,Classical
So I Can Love You,The Emotions,39,44.0,39,9,bff5d1cb-9345-4eca-af02-de6a936d42e7,danceable,rhy,female,not_aggressive,voice,165.936416626,F,0.511264503002,not_happy,1969,Rhythm & Blues (R&B)
Moonflight,Vik Venus Alias: Your Main Moon Man,42,43.0,42,6,de41427d-9aa3-4c5f-ab71-39ae0cb63440,danceable,dan,female,not_aggressive,instrumental,139.795166016,E,0.770929932594,happy,1969,Dance/Electronic
Memphis Underground,Herbie Mann,44,45.0,44,9,f4c1263d-75d3-4546-ad86-e4eb29e5041d,not_danceable,rhy,male,not_aggressive,instrumental,152.536865234,C#,0.362463861704,not_happy,1969,Rhythm & Blues (R&B)
But It's Alright,J.J. Jackson,45,46.0,22,22,48a6e2dc-df58-4c20-b4d8-01e6407aeb28,danceable,pop,male,not_aggressive,voice,114.907691956,A,0.940174996853,happy,1969,Pop
I'd Rather Be An Old Man's Sweetheart (Than A Young Man's Fool),Candi Staton,46,49.0,46,5,45ab1e87-a2c7-416f-a01d-061b620dbf2a,not_danceable,rhy,female,not_aggressive,voice,103.190475464,F,0.858988046646,happy,1969,Rhythm & Blues (R&B)
I'd Wait A Million Years,The Grass Roots,49,59.0,49,3,5dec74da-56e9-480d-bf80-4659be06dbe2,not_danceable,roc,male,aggressive,voice,128.813751221,D,0.944673418999,happy,1969,Rock
You Don't Have To Walk In The Rain,The Turtles,51,51.0,51,7,1ef74096-66b9-4b0f-a32b-19385d4a971c,danceable,rhy,male,not_aggressive,voice,135.631622314,E,0.881437659264,happy,1969,Rhythm & Blues (R&B)
It's Getting Better,Mama Cass,52,53.0,52,7,73784e5a-dfb8-4b30-a088-e91e3dc15164,not_danceable,cla,male,not_aggressive,instrumental,132.987640381,D,0.892277538776,happy,1969,Classical
The Girl I'll Never Know (Angels Never Fly This Low),Frankie Valli,55,52.0,52,6,d49400bc-c535-4237-bd61-f8964df15975,not_danceable,rhy,male,not_aggressive,voice,102.512283325,C,0.504941761494,not_happy,1969,Rhythm & Blues (R&B)
Muddy River,Johnny Rivers,56,60.0,56,4,62ceb22a-7e85-4701-ac6c-73fa7c7c43ca,not_danceable,pop,male,not_aggressive,voice,131.611984253,A#,0.905557274818,not_happy,1969,Pop
Moments To Remember,The Vogues,57,47.0,47,5,fb1216ea-0679-4e99-a130-e077b9cff6fe,danceable,pop,male,not_aggressive,voice,84.9288406372,G,0.784817636013,not_happy,1969,Pop
Tell All The People,The Doors,58,62.0,58,6,83767941-fe6e-4945-9426-32ec89242054,not_danceable,cla,female,not_aggressive,instrumental,88.4485244751,E,0.970255851746,not_happy,1969,Classical
"Don't Wake Me Up In The Morning, Michael",Peppermint Rainbow,60,61.0,60,6,7e5b8046-95c1-4137-ad62-f17fe42c938f,not_danceable,pop,female,not_aggressive,voice,106.130638123,C#,0.898866653442,happy,1969,Pop
Laughing,The Guess Who,62,83.0,62,2,d39d43c2-6a94-4529-b8aa-0c46f178623f,not_danceable,rhy,male,not_aggressive,voice,91.4990539551,A,0.73584908247,happy,1969,Rhythm & Blues (R&B)
Listen To The Band,The Monkees,63,64.0,63,7,035dfad4-ca1e-4c6e-9fac-f78199d70f6e,danceable,roc,male,not_aggressive,voice,90.9981689453,G,0.815721452236,happy,1969,Rock
Get Together,The Youngbloods,64,74.0,62,12,a4b97c87-47c3-4be0-8ba9-64e4a9ffc7c5,not_danceable,rhy,female,not_aggressive,instrumental,103.922958374,F#,0.74026465416,not_happy,1969,Rhythm & Blues (R&B)
(Sittin' On) The Dock Of The Bay,Sergio Mendes & Brasil '66,66,69.0,66,4,b4736f21-ce9c-4df1-8753-7ee670054568,not_danceable,cla,female,not_aggressive,voice,110.501083374,D,0.793700993061,happy,1969,Classical
Feeling Alright,Joe Cocker,69,70.0,69,5,b01f281a-e4f4-40f5-a8a1-6847a4b0a115,not_danceable,cla,male,not_aggressive,voice,117.456817627,F,0.73211234808,happy,1969,Classical
Workin' On A Groovy Thing,The 5th Dimension,70,,70,1,469a2dcf-d808-4ea3-9754-678eee239e94,not_danceable,roc,male,not_aggressive,voice,104.145874023,G,0.938522815704,not_happy,1969,Rock
Hey Joe,Wilson Pickett,71,81.0,71,2,67515589-7e68-4903-bf42-1d9cd7a8ea8f,not_danceable,roc,female,not_aggressive,voice,161.899932861,F,0.848562121391,happy,1969,Rock
"Baby, Don't Be Looking In My Mind",Joe Simon,72,72.0,72,5,41aaf857-1cbc-4466-8eca-09ca4a01f9b8,not_danceable,cla,male,not_aggressive,voice,101.078323364,G,0.727074801922,happy,1969,Classical
Soul Deep,The Box Tops,74,90.0,74,3,ac328aaa-ba36-4b10-a7c2-8a48ff709ca4,not_danceable,roc,male,not_aggressive,voice,121.352264404,A,0.897830843925,happy,1969,Rock
Did You See Her Eyes,The Illusion,76,78.0,76,3,ec6d04d1-bd94-4b18-9d7f-b31c5f8cd2c1,danceable,hip,male,aggressive,voice,120.429000854,G#,0.819502055645,not_happy,1969,Hip-Hop
Willie & Laura Mae Jones,Dusty Springfield,78,88.0,78,2,f6cc890c-272c-4342-9826-c7778674147f,not_danceable,rhy,female,not_aggressive,voice,172.26550293,C,0.657267451286,happy,1969,Rhythm & Blues (R&B)
Forever,Mercy,80,80.0,80,4,6cd9bf66-b33e-4508-ae9c-e6358fcf06d2,not_danceable,rhy,female,not_aggressive,instrumental,71.1118469238,G,0.770540475845,not_happy,1969,Rhythm & Blues (R&B)
I'm Still A Struggling Man,Edwin Starr,81,82.0,80,4,4566de3b-9977-4652-8cca-789eec038e4d,not_danceable,pop,female,not_aggressive,instrumental,95.4627609253,A#,0.853351831436,not_happy,1969,Pop
Stay And Love Me All Summer,Brian Hyland,82,87.0,82,2,326fd373-2408-4b9d-b1bb-38302476b4ba,not_danceable,rhy,male,not_aggressive,voice,128.034759521,G,0.943215727806,not_happy,1969,Rhythm & Blues (R&B)
Nothing Can Take The Place Of You,Brook Benton,84,89.0,84,3,b62c73e1-97b5-42bb-a8db-de10ca5991f9,not_danceable,cla,male,not_aggressive,instrumental,136.376907349,G,0.588931143284,not_happy,1969,Classical
Marrakesh Express,"Crosby, Stills & Nash",86,,86,1,c1960d81-7ce7-4cfe-96ea-59dc524d6343,not_danceable,cla,female,not_aggressive,instrumental,99.723526001,F#,0.48316898942,not_happy,1969,Classical
Your Good Thing (Is About To End),Lou Rawls,87,,87,1,1d771990-ca3f-4dd2-8829-6218cd0e65ff,not_danceable,jaz,male,not_aggressive,voice,97.5673446655,D#,0.235814228654,happy,1969,Jazz
I'm Free,The Who,90,,90,1,0fab9b30-2695-494c-a520-c3d860360a06,not_danceable,hip,female,not_aggressive,instrumental,111.485336304,F,0.887641727924,not_happy,1969,Hip-Hop
Never Comes The Day,The Moody Blues,91,91.0,91,4,226d445d-c59c-43d7-8766-a8e291975a33,not_danceable,roc,male,not_aggressive,voice,111.042510986,G,0.952609658241,not_happy,1969,Rock
Wake Up,The Chambers Brothers,92,92.0,92,2,a5b03037-77e5-4340-b0fa-3d9f7a0da867,danceable,roc,male,not_aggressive,voice,162.834899902,F,0.916084468365,happy,1969,Rock
Spinning Wheel,"Blood, Sweat & Tears",3,2.0,2,9,1728512a-337f-4ffa-8dbf-bb0f9dfb59cd,danceable,hip,male,not_aggressive,voice,107.259132385,C,0.922227740288,not_happy,1969,Hip-Hop
The Ballad Of John And Yoko,The Beatles,8,8.0,8,7,14d11e8a-d80a-4f47-96e1-39a05b6acde6,danceable,roc,female,aggressive,voice,135.444229126,D#,0.969957470894,happy,1969,Rock
"Baby, I Love You",Andy Kim,9,14.0,9,10,6d9dbd3c-cc49-4a80-80c1-fc301b4929e7,not_danceable,roc,male,not_aggressive,voice,109.669372559,A,0.950607180595,happy,1969,Rock
Mother Popcorn (You Got To Have A Mother For Me) Part 1,James Brown,11,12.0,11,7,df1c3309-0349-4ead-b11a-0d5c2b18e399,danceable,jaz,male,not_aggressive,voice,116.651649475,D,0.892639100552,not_happy,1969,Jazz
Color Him Father,The Winstons,12,7.0,7,10,e5a5fb74-9fea-4a74-be20-3aade5b1ab4a,not_danceable,cla,male,not_aggressive,voice,114.691101074,F,0.881017029285,not_happy,1969,Classical
Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,13,24.0,13,5,9f8eeb0b-235c-4f69-b22c-fcc0eca9f816,not_danceable,cla,male,not_aggressive,voice,126.298599243,B,0.315771013498,happy,1969,Classical
My Pledge Of Love,The Joe Jeffrey Group,14,26.0,14,8,fa18484e-11b8-4e45-abeb-445158597dcd,not_danceable,rhy,female,not_aggressive,voice,154.831985474,C,0.674959361553,not_happy,1969,Rhythm & Blues (R&B)
Too Busy Thinking About My Baby,Marvin Gaye,17,15.0,4,14,0a0ee9c5-2014-4960-87be-24e523ed9147,not_danceable,rhy,male,not_aggressive,voice,119.877250671,C#,0.780515551567,happy,1969,Rhythm & Blues (R&B)
Black Pearl,"Sonny Charles And The Checkmates, Ltd.",18,18.0,13,12,82967ea5-7efa-4552-a04d-4e048f51c99e,not_danceable,roc,male,not_aggressive,voice,96.2462615967,D,0.833817005157,happy,1969,Rock
Get Back,The Beatles With Billy Preston,27,16.0,1,12,beaf49d4-c864-4141-9ce0-162e16778d87,not_danceable,rhy,male,not_aggressive,voice,124.097106934,D,0.923934698105,not_happy,1969,Rhythm & Blues (R&B)
Laughing,The Guess Who,31,62.0,31,3,d39d43c2-6a94-4529-b8aa-0c46f178623f,not_danceable,rhy,male,not_aggressive,voice,91.4990539551,A,0.73584908247,happy,1969,Rhythm & Blues (R&B)
The Popcorn,James Brown,37,30.0,30,9,06b9709a-3830-44b3-a0c9-d3272d596d6c,danceable,hip,female,not_aggressive,instrumental,120.699172974,G#,0.84390604496,happy,1969,Hip-Hop
Moonflight,Vik Venus Alias: Your Main Moon Man,40,42.0,40,7,de41427d-9aa3-4c5f-ab71-39ae0cb63440,danceable,dan,female,not_aggressive,instrumental,139.795166016,E,0.770929932594,happy,1969,Dance/Electronic
With Pen In Hand,Vikki Carr,41,38.0,35,13,5f9205f6-3653-458c-9edb-91110a1405b1,not_danceable,cla,female,not_aggressive,voice,86.4615478516,D,0.384158521891,not_happy,1969,Classical
A Boy Named Sue,Johnny Cash,42,,42,1,343cb779-4412-41cf-90f6-033de2ab0179,not_danceable,rhy,male,not_aggressive,voice,101.847099304,A#,0.655876398087,happy,1969,Rhythm & Blues (R&B)
I'd Wait A Million Years,The Grass Roots,43,49.0,43,4,5dec74da-56e9-480d-bf80-4659be06dbe2,not_danceable,roc,male,aggressive,voice,128.813751221,D,0.944673418999,happy,1969,Rock
Get Together,The Youngbloods,44,64.0,44,13,a4b97c87-47c3-4be0-8ba9-64e4a9ffc7c5,not_danceable,rhy,female,not_aggressive,instrumental,103.922958374,F#,0.74026465416,not_happy,1969,Rhythm & Blues (R&B)
But It's Alright,J.J. Jackson,45,45.0,22,23,48a6e2dc-df58-4c20-b4d8-01e6407aeb28,danceable,pop,male,not_aggressive,voice,114.907691956,A,0.940174996853,happy,1969,Pop
I'd Rather Be An Old Man's Sweetheart (Than A Young Man's Fool),Candi Staton,46,46.0,46,6,45ab1e87-a2c7-416f-a01d-061b620dbf2a,not_danceable,rhy,female,not_aggressive,voice,103.190475464,F,0.858988046646,happy,1969,Rhythm & Blues (R&B)
It's Getting Better,Mama Cass,49,52.0,49,8,73784e5a-dfb8-4b30-a088-e91e3dc15164,not_danceable,cla,male,not_aggressive,instrumental,132.987640381,D,0.892277538776,happy,1969,Classical
Workin' On A Groovy Thing,The 5th Dimension,50,70.0,50,2,469a2dcf-d808-4ea3-9754-678eee239e94,not_danceable,roc,male,not_aggressive,voice,104.145874023,G,0.938522815704,not_happy,1969,Rock
So I Can Love You,The Emotions,53,39.0,39,10,bff5d1cb-9345-4eca-af02-de6a936d42e7,danceable,rhy,female,not_aggressive,voice,165.936416626,F,0.511264503002,not_happy,1969,Rhythm & Blues (R&B)
"Don't Wake Me Up In The Morning, Michael",Peppermint Rainbow,54,60.0,54,7,7e5b8046-95c1-4137-ad62-f17fe42c938f,not_danceable,pop,female,not_aggressive,voice,106.130638123,C#,0.898866653442,happy,1969,Pop
Muddy River,Johnny Rivers,55,56.0,55,5,62ceb22a-7e85-4701-ac6c-73fa7c7c43ca,not_danceable,pop,male,not_aggressive,voice,131.611984253,A#,0.905557274818,not_happy,1969,Pop
Marrakesh Express,"Crosby, Stills & Nash",57,86.0,57,2,c1960d81-7ce7-4cfe-96ea-59dc524d6343,not_danceable,cla,female,not_aggressive,instrumental,99.723526001,F#,0.48316898942,not_happy,1969,Classical
Tell All The People,The Doors,58,58.0,58,7,83767941-fe6e-4945-9426-32ec89242054,not_danceable,cla,female,not_aggressive,instrumental,88.4485244751,E,0.970255851746,not_happy,1969,Classical
Did You See Her Eyes,The Illusion,63,76.0,63,4,ec6d04d1-bd94-4b18-9d7f-b31c5f8cd2c1,danceable,hip,male,aggressive,voice,120.429000854,G#,0.819502055645,not_happy,1969,Hip-Hop
Soul Deep,The Box Tops,64,74.0,64,4,ac328aaa-ba36-4b10-a7c2-8a48ff709ca4,not_danceable,roc,male,not_aggressive,voice,121.352264404,A,0.897830843925,happy,1969,Rock
Hey Joe,Wilson Pickett,68,71.0,68,3,67515589-7e68-4903-bf42-1d9cd7a8ea8f,not_danceable,roc,female,not_aggressive,voice,161.899932861,F,0.848562121391,happy,1969,Rock
Feeling Alright,Joe Cocker,69,69.0,69,6,b01f281a-e4f4-40f5-a8a1-6847a4b0a115,not_danceable,cla,male,not_aggressive,voice,117.456817627,F,0.73211234808,happy,1969,Classical
Memphis Underground,Herbie Mann,70,44.0,44,10,f4c1263d-75d3-4546-ad86-e4eb29e5041d,not_danceable,rhy,male,not_aggressive,instrumental,152.536865234,C#,0.362463861704,not_happy,1969,Rhythm & Blues (R&B)
(Sittin' On) The Dock Of The Bay,Sergio Mendes & Brasil '66,71,66.0,66,5,b4736f21-ce9c-4df1-8753-7ee670054568,not_danceable,cla,female,not_aggressive,voice,110.501083374,D,0.793700993061,happy,1969,Classical
The Girl I'll Never Know (Angels Never Fly This Low),Frankie Valli,73,55.0,52,7,d49400bc-c535-4237-bd61-f8964df15975,not_danceable,rhy,male,not_aggressive,voice,102.512283325,C,0.504941761494,not_happy,1969,Rhythm & Blues (R&B)
Listen To The Band,The Monkees,75,63.0,63,8,035dfad4-ca1e-4c6e-9fac-f78199d70f6e,danceable,roc,male,not_aggressive,voice,90.9981689453,G,0.815721452236,happy,1969,Rock
Willie & Laura Mae Jones,Dusty Springfield,78,78.0,78,3,f6cc890c-272c-4342-9826-c7778674147f,not_danceable,rhy,female,not_aggressive,voice,172.26550293,C,0.657267451286,happy,1969,Rhythm & Blues (R&B)
Forever,Mercy,79,80.0,79,5,6cd9bf66-b33e-4508-ae9c-e6358fcf06d2,not_danceable,rhy,female,not_aggressive,instrumental,71.1118469238,G,0.770540475845,not_happy,1969,Rhythm & Blues (R&B)
Stay And Love Me All Summer,Brian Hyland,82,82.0,82,3,326fd373-2408-4b9d-b1bb-38302476b4ba,not_danceable,rhy,male,not_aggressive,voice,128.034759521,G,0.943215727806,not_happy,1969,Rhythm & Blues (R&B)
I'm Free,The Who,85,90.0,85,2,0fab9b30-2695-494c-a520-c3d860360a06,not_danceable,hip,female,not_aggressive,instrumental,111.485336304,F,0.887641727924,not_happy,1969,Hip-Hop
I'll Never Fall In Love Again,Tom Jones,86,,49,8,f313dd05-237b-4544-a664-de87a719e605,not_danceable,rhy,female,not_aggressive,voice,147.800964355,E,0.772511422634,happy,1969,Rhythm & Blues (R&B)
Your Good Thing (Is About To End),Lou Rawls,87,87.0,87,2,1d771990-ca3f-4dd2-8829-6218cd0e65ff,not_danceable,jaz,male,not_aggressive,voice,97.5673446655,D#,0.235814228654,happy,1969,Jazz
"Sugar, Sugar",The Archies,91,,91,1,cd0e12ba-77ed-43b8-85d5-125476dc0c8b,not_danceable,pop,male,not_aggressive,voice,122.395698547,D,0.900886774063,happy,1969,Pop
First Hymn From Grand Terrace,Mark Lindsay,93,,93,1,7f651dfe-8a2e-41ac-92ff-5d58d0f81747,not_danceable,pop,male,not_aggressive,instrumental,172.265609741,D,0.698498010635,happy,1969,Pop
"Out Of Sight, Out Of Mind",Little Anthony And The Imperials,99,,99,1,5ccbe1e5-5f11-41bb-91e3-34e30683b494,not_danceable,rhy,male,not_aggressive,voice,131.875183105,G#,0.457678347826,happy,1969,Rhythm & Blues (R&B)
Spinning Wheel,"Blood, Sweat & Tears",3,3.0,2,10,1728512a-337f-4ffa-8dbf-bb0f9dfb59cd,danceable,hip,male,not_aggressive,voice,107.259132385,C,0.922227740288,not_happy,1969,Hip-Hop
Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,7,13.0,7,6,9f8eeb0b-235c-4f69-b22c-fcc0eca9f816,not_danceable,cla,male,not_aggressive,voice,126.298599243,B,0.315771013498,happy,1969,Classical
"Baby, I Love You",Andy Kim,9,9.0,9,11,6d9dbd3c-cc49-4a80-80c1-fc301b4929e7,not_danceable,roc,male,not_aggressive,voice,109.669372559,A,0.950607180595,happy,1969,Rock
The Ballad Of John And Yoko,The Beatles,10,8.0,8,8,14d11e8a-d80a-4f47-96e1-39a05b6acde6,danceable,roc,female,aggressive,voice,135.444229126,D#,0.969957470894,happy,1969,Rock
Mother Popcorn (You Got To Have A Mother For Me) Part 1,James Brown,11,11.0,11,8,df1c3309-0349-4ead-b11a-0d5c2b18e399,danceable,jaz,male,not_aggressive,voice,116.651649475,D,0.892639100552,not_happy,1969,Jazz
Color Him Father,The Winstons,12,12.0,7,11,e5a5fb74-9fea-4a74-be20-3aade5b1ab4a,not_danceable,cla,male,not_aggressive,voice,114.691101074,F,0.881017029285,not_happy,1969,Classical
My Pledge Of Love,The Joe Jeffrey Group,14,14.0,14,9,fa18484e-11b8-4e45-abeb-445158597dcd,not_danceable,rhy,female,not_aggressive,voice,154.831985474,C,0.674959361553,not_happy,1969,Rhythm & Blues (R&B)
A Boy Named Sue,Johnny Cash,20,42.0,20,2,343cb779-4412-41cf-90f6-033de2ab0179,not_danceable,rhy,male,not_aggressive,voice,101.847099304,A#,0.655876398087,happy,1969,Rhythm & Blues (R&B)
Laughing,The Guess Who,26,31.0,26,4,d39d43c2-6a94-4529-b8aa-0c46f178623f,not_danceable,rhy,male,not_aggressive,voice,91.4990539551,A,0.73584908247,happy,1969,Rhythm & Blues (R&B)
Get Together,The Youngbloods,29,44.0,29,14,a4b97c87-47c3-4be0-8ba9-64e4a9ffc7c5,not_danceable,rhy,female,not_aggressive,instrumental,103.922958374,F#,0.74026465416,not_happy,1969,Rhythm & Blues (R&B)
